transaction_id,user_id,transaction_date,category,description,amount_inr,payment_method
411,2,2025-08-16,Housing,Monthly rent / maintenance,16530.19,Net Banking
412,2,2025-08-19,Shopping,Personal shopping,2322.26,Debit Card
413,2,2025-08-01,Utilities,Electricity / mobile / internet,924.29,Net Banking
414,2,2025-08-06,Transport,Fuel / cab / metro,719.14,UPI
415,2,2025-08-31,Shopping,Personal shopping,1453.93,Net Banking
416,2,2025-08-17,Shopping,Personal shopping,2816.52,Net Banking
417,2,2025-08-02,Housing,Monthly rent / maintenance,16859.98,Cash
418,2,2025-08-01,Other,Miscellaneous expense,455.11,Credit Card
419,2,2025-08-24,Healthcare,Medicine / consultation,1198.21,UPI
420,2,2025-08-11,Healthcare,Medicine / consultation,2271.76,Debit Card
421,2,2025-09-21,Transport,Fuel / cab / metro,459.17,Debit Card
422,2,2025-09-23,Education,Course / books,3238.73,Cash
423,2,2025-09-03,Entertainment,Movie / subscription,1488.97,Cash
424,2,2025-09-26,Housing,Monthly rent / maintenance,10814.32,Debit Card
425,2,2025-09-10,Travel,Trip / hotel / tickets,2530.46,Net Banking
426,2,2025-09-16,Transport,Fuel / cab / metro,993.25,Credit Card
427,2,2025-09-10,Housing,Monthly rent / maintenance,14822.1,Credit Card
428,2,2025-10-04,Travel,Trip / hotel / tickets,2625.16,Credit Card
429,2,2025-10-15,Transport,Fuel / cab / metro,528.02,Cash
430,2,2025-10-23,Transport,Fuel / cab / metro,289.24,Cash
431,2,2025-10-09,Transport,Fuel / cab / metro,972.97,UPI
432,2,2025-10-20,Utilities,Electricity / mobile / internet,542.07,Debit Card
433,2,2025-10-03,Shopping,Personal shopping,1327.88,Credit Card
434,2,2025-10-20,Utilities,Electricity / mobile / internet,951.69,Cash
435,2,2025-11-02,Utilities,Electricity / mobile / internet,1032.78,Credit Card
436,2,2025-11-21,Entertainment,Movie / subscription,867.65,UPI
437,2,2025-11-12,Food,Food & groceries,1212.77,Net Banking
438,2,2025-11-01,Education,Course / books,3217.64,Debit Card
439,2,2025-11-15,Education,Course / books,3212.36,UPI
440,2,2025-11-21,Food,Food & groceries,562.31,Credit Card
441,2,2025-11-02,Transport,Fuel / cab / metro,1143.4,Net Banking
442,2,2025-11-12,Food,Food & groceries,908.87,Credit Card
443,2,2025-12-17,Healthcare,Medicine / consultation,1828.28,Credit Card
444,2,2025-12-08,Transport,Fuel / cab / metro,807.51,UPI
445,2,2025-12-17,Housing,Monthly rent / maintenance,10674.43,Cash
446,2,2025-12-25,Travel,Trip / hotel / tickets,1383.01,Credit Card
447,2,2025-12-20,Utilities,Electricity / mobile / internet,786.23,Credit Card
448,2,2025-12-07,Utilities,Electricity / mobile / internet,2197.53,UPI
449,2,2025-12-06,Food,Food & groceries,299.96,Cash
450,2,2025-12-31,Other,Miscellaneous expense,1234.72,Credit Card
451,2,2025-12-18,Utilities,Electricity / mobile / internet,1677.17,Net Banking
452,2,2025-12-06,Transport,Fuel / cab / metro,415.95,Debit Card
453,3,2024-01-07,Shopping,Personal shopping,688.36,Debit Card
454,3,2024-01-12,Food,Food & groceries,980.32,Net Banking
455,3,2024-01-18,Entertainment,Movie / subscription,921.22,Debit Card
456,3,2024-01-10,Entertainment,Movie / subscription,292.26,Cash
457,3,2024-01-17,Other,Miscellaneous expense,1106.42,Cash
458,3,2024-01-03,Healthcare,Medicine / consultation,2514.18,Debit Card
459,3,2024-01-15,Other,Miscellaneous expense,999.27,Cash
460,3,2024-01-29,Utilities,Electricity / mobile / internet,1020.13,Net Banking
461,3,2024-01-31,Entertainment,Movie / subscription,450.24,Debit Card
462,3,2024-02-27,Shopping,Personal shopping,3078.28,UPI
463,3,2024-02-06,Shopping,Personal shopping,1273.2,Credit Card
464,3,2024-02-17,Other,Miscellaneous expense,415.66,Credit Card
465,3,2024-02-21,Education,Course / books,1502.42,Net Banking
466,3,2024-02-20,Food,Food & groceries,1192.54,Net Banking
467,3,2024-02-19,Food,Food & groceries,1218.4,Net Banking
468,3,2024-02-24,Food,Food & groceries,1247.15,Net Banking
469,3,2024-02-02,Transport,Fuel / cab / metro,1114.8,UPI
470,3,2024-02-25,Food,Food & groceries,1716.65,Net Banking
471,3,2024-02-19,Food,Food & groceries,521.51,Cash
472,3,2024-03-21,Entertainment,Movie / subscription,971.76,Net Banking
473,3,2024-03-16,Food,Food & groceries,1729.77,Debit Card
474,3,2024-03-10,Education,Course / books,3239.96,Cash
475,3,2024-03-15,Food,Food & groceries,277.06,Cash
476,3,2024-03-20,Shopping,Personal shopping,952.87,Debit Card
477,3,2024-03-24,Transport,Fuel / cab / metro,884.57,Credit Card
478,3,2024-03-12,Other,Miscellaneous expense,283.07,Net Banking
479,3,2024-03-15,Entertainment,Movie / subscription,676.54,UPI
480,3,2024-03-04,Food,Food & groceries,581.63,UPI
481,3,2024-03-20,Transport,Fuel / cab / metro,510.25,Cash
482,3,2024-03-06,Food,Food & groceries,1581.8,Credit Card
483,3,2024-04-06,Utilities,Electricity / mobile / internet,741.7,Cash
484,3,2024-04-29,Other,Miscellaneous expense,753.54,Credit Card
485,3,2024-04-13,Shopping,Personal shopping,588.16,Net Banking
486,3,2024-04-19,Shopping,Personal shopping,1070.33,Credit Card
487,3,2024-04-20,Housing,Monthly rent / maintenance,11532.21,Cash
488,3,2024-04-04,Food,Food & groceries,193.25,Cash
489,3,2024-04-12,Food,Food & groceries,608.45,Cash
490,3,2024-04-19,Transport,Fuel / cab / metro,528.65,Net Banking
491,3,2024-04-03,Food,Food & groceries,1076.22,Cash
492,3,2024-04-09,Shopping,Personal shopping,2746.09,Net Banking
493,3,2024-04-04,Utilities,Electricity / mobile / internet,613.86,Cash
494,3,2024-05-31,Healthcare,Medicine / consultation,1182.48,Credit Card
495,3,2024-05-17,Healthcare,Medicine / consultation,797.41,Cash
496,3,2024-05-05,Shopping,Personal shopping,444.97,Credit Card
497,3,2024-05-05,Education,Course / books,2577.33,Net Banking
498,3,2024-05-30,Travel,Trip / hotel / tickets,1510.73,Net Banking
499,3,2024-05-20,Transport,Fuel / cab / metro,520.11,Credit Card
500,3,2024-05-17,Entertainment,Movie / subscription,987.07,Net Banking
501,3,2024-05-16,Shopping,Personal shopping,2101.36,UPI
502,3,2024-05-14,Transport,Fuel / cab / metro,834.66,Net Banking
503,3,2024-06-23,Healthcare,Medicine / consultation,2244.64,UPI
504,3,2024-06-21,Entertainment,Movie / subscription,588.13,Net Banking
505,3,2024-06-19,Entertainment,Movie / subscription,1340.31,Cash
506,3,2024-06-20,Food,Food & groceries,1199.02,Cash
507,3,2024-06-02,Food,Food & groceries,1282.78,Net Banking
508,3,2024-06-01,Other,Miscellaneous expense,253.85,Cash
509,3,2024-06-23,Transport,Fuel / cab / metro,249.6,Debit Card
510,3,2024-06-30,Transport,Fuel / cab / metro,947.97,Cash
511,3,2024-06-02,Travel,Trip / hotel / tickets,4967.86,Debit Card
512,3,2024-07-22,Food,Food & groceries,706.58,Cash
513,3,2024-07-06,Shopping,Personal shopping,1304.01,Cash
514,3,2024-07-12,Travel,Trip / hotel / tickets,2685.5,Credit Card
515,3,2024-07-08,Entertainment,Movie / subscription,467.24,Credit Card
516,3,2024-07-10,Shopping,Personal shopping,1019.57,Credit Card
517,3,2024-07-16,Utilities,Electricity / mobile / internet,1642.43,Credit Card
518,3,2024-07-30,Shopping,Personal shopping,2093.56,Credit Card
519,3,2024-07-18,Food,Food & groceries,1109.03,Cash
520,3,2024-07-12,Travel,Trip / hotel / tickets,2988.29,Debit Card
521,3,2024-07-23,Transport,Fuel / cab / metro,402.15,UPI
522,3,2024-07-09,Transport,Fuel / cab / metro,575.46,Cash
523,3,2024-08-30,Food,Food & groceries,1052.5,Net Banking
524,3,2024-08-20,Utilities,Electricity / mobile / internet,647.09,Net Banking
525,3,2024-08-29,Food,Food & groceries,262.24,Net Banking
526,3,2024-08-04,Food,Food & groceries,557.2,Cash
527,3,2024-08-22,Transport,Fuel / cab / metro,609.09,Debit Card
528,3,2024-08-30,Housing,Monthly rent / maintenance,13953.17,Debit Card
529,3,2024-08-29,Transport,Fuel / cab / metro,1127.24,Cash
530,3,2024-08-31,Shopping,Personal shopping,938.26,Credit Card
531,3,2024-09-25,Food,Food & groceries,275.84,UPI
532,3,2024-09-24,Utilities,Electricity / mobile / internet,818.0,UPI
533,3,2024-09-29,Travel,Trip / hotel / tickets,1715.38,Debit Card
534,3,2024-09-27,Other,Miscellaneous expense,150.88,Cash
535,3,2024-09-24,Healthcare,Medicine / consultation,762.36,Credit Card
536,3,2024-09-19,Travel,Trip / hotel / tickets,753.75,Net Banking
537,3,2024-09-10,Food,Food & groceries,1772.45,Cash
538,3,2024-09-16,Other,Miscellaneous expense,860.62,Debit Card
539,3,2024-09-07,Travel,Trip / hotel / tickets,3414.52,UPI
540,3,2024-10-09,Food,Food & groceries,923.44,Debit Card
541,3,2024-10-10,Housing,Monthly rent / maintenance,12034.01,Net Banking
542,3,2024-10-20,Utilities,Electricity / mobile / internet,747.69,Cash
543,3,2024-10-03,Education,Course / books,2561.12,Cash
544,3,2024-10-05,Utilities,Electricity / mobile / internet,732.61,Cash
545,3,2024-10-09,Transport,Fuel / cab / metro,357.81,Cash
546,3,2024-10-31,Food,Food & groceries,1401.09,Credit Card
547,3,2024-10-01,Transport,Fuel / cab / metro,889.63,Credit Card
548,3,2024-10-02,Utilities,Electricity / mobile / internet,1646.98,UPI
549,3,2024-11-17,Transport,Fuel / cab / metro,534.07,Credit Card
550,3,2024-11-10,Utilities,Electricity / mobile / internet,1549.68,Credit Card
551,3,2024-11-05,Entertainment,Movie / subscription,511.56,Cash
552,3,2024-11-20,Food,Food & groceries,1391.33,Credit Card
553,3,2024-11-16,Transport,Fuel / cab / metro,695.14,Net Banking
554,3,2024-11-25,Education,Course / books,3802.41,Debit Card
555,3,2024-11-26,Utilities,Electricity / mobile / internet,1472.47,UPI
556,3,2024-11-12,Shopping,Personal shopping,1990.15,UPI
557,3,2024-11-27,Travel,Trip / hotel / tickets,1350.81,Net Banking
558,3,2024-11-18,Travel,Trip / hotel / tickets,1872.51,Debit Card
559,3,2024-12-04,Transport,Fuel / cab / metro,662.78,Debit Card
560,3,2024-12-29,Utilities,Electricity / mobile / internet,1279.89,Net Banking
561,3,2024-12-05,Shopping,Personal shopping,478.03,Net Banking
562,3,2024-12-18,Transport,Fuel / cab / metro,711.58,Cash
563,3,2024-12-01,Utilities,Electricity / mobile / internet,954.71,Cash
564,3,2024-12-07,Food,Food & groceries,184.89,Net Banking
565,3,2024-12-23,Food,Food & groceries,866.39,UPI
566,3,2024-12-29,Shopping,Personal shopping,492.82,UPI
567,3,2025-01-25,Housing,Monthly rent / maintenance,12679.8,Debit Card
568,3,2025-01-21,Healthcare,Medicine / consultation,2940.42,Cash
569,3,2025-01-15,Transport,Fuel / cab / metro,1078.29,Cash
570,3,2025-01-22,Transport,Fuel / cab / metro,844.66,Net Banking
571,3,2025-01-04,Food,Food & groceries,1573.66,Debit Card
572,3,2025-01-05,Other,Miscellaneous expense,650.28,Debit Card
573,3,2025-01-10,Education,Course / books,3524.72,Cash
574,3,2025-01-18,Utilities,Electricity / mobile / internet,1380.0,Cash
575,3,2025-01-12,Education,Course / books,1490.05,Debit Card
576,3,2025-01-24,Food,Food & groceries,1698.6,UPI
577,3,2025-02-25,Education,Course / books,2176.96,UPI
578,3,2025-02-20,Food,Food & groceries,289.01,UPI
579,3,2025-02-28,Shopping,Personal shopping,2450.48,UPI
580,3,2025-02-15,Food,Food & groceries,251.66,Debit Card
581,3,2025-02-25,Shopping,Personal shopping,2714.03,UPI
582,3,2025-02-08,Food,Food & groceries,1789.44,Net Banking
583,3,2025-02-22,Transport,Fuel / cab / metro,749.67,Credit Card
584,3,2025-03-22,Transport,Fuel / cab / metro,240.45,Net Banking
585,3,2025-03-02,Food,Food & groceries,666.81,Net Banking
586,3,2025-03-30,Other,Miscellaneous expense,1331.6,Debit Card
587,3,2025-03-16,Entertainment,Movie / subscription,854.88,UPI
588,3,2025-03-22,Other,Miscellaneous expense,1418.22,Cash
589,3,2025-03-14,Healthcare,Medicine / consultation,1126.52,Cash
590,3,2025-03-25,Food,Food & groceries,789.87,Net Banking
591,3,2025-03-10,Shopping,Personal shopping,3017.89,Debit Card
592,3,2025-04-14,Travel,Trip / hotel / tickets,3961.84,Net Banking
593,3,2025-04-09,Shopping,Personal shopping,1542.94,Debit Card
594,3,2025-04-15,Transport,Fuel / cab / metro,168.56,Credit Card
595,3,2025-04-07,Food,Food & groceries,1353.83,UPI
596,3,2025-04-20,Food,Food & groceries,1271.35,UPI
597,3,2025-04-25,Travel,Trip / hotel / tickets,1791.35,Net Banking
598,3,2025-04-16,Utilities,Electricity / mobile / internet,1405.93,Debit Card
599,3,2025-04-30,Travel,Trip / hotel / tickets,2631.19,UPI
600,3,2025-04-24,Food,Food & groceries,487.84,UPI
601,3,2025-04-30,Healthcare,Medicine / consultation,2324.41,Debit Card
602,3,2025-05-30,Entertainment,Movie / subscription,487.45,Debit Card
603,3,2025-05-13,Shopping,Personal shopping,2781.64,Cash
604,3,2025-05-09,Shopping,Personal shopping,1449.63,Credit Card
605,3,2025-05-04,Shopping,Personal shopping,1891.29,Cash
606,3,2025-05-07,Healthcare,Medicine / consultation,1130.64,Credit Card
607,3,2025-05-28,Transport,Fuel / cab / metro,131.2,Debit Card
608,3,2025-05-18,Healthcare,Medicine / consultation,294.6,Net Banking
609,3,2025-05-05,Entertainment,Movie / subscription,839.0,Debit Card
610,3,2025-05-27,Transport,Fuel / cab / metro,505.42,Debit Card
611,3,2025-05-22,Shopping,Personal shopping,2394.75,Credit Card
612,3,2025-05-31,Food,Food & groceries,1510.98,Cash
613,3,2025-05-12,Shopping,Personal shopping,2644.87,Debit Card
614,3,2025-06-30,Utilities,Electricity / mobile / internet,1278.97,Net Banking
615,3,2025-06-17,Other,Miscellaneous expense,1440.13,UPI
616,3,2025-06-27,Education,Course / books,797.32,UPI
617,3,2025-06-27,Healthcare,Medicine / consultation,1384.08,Debit Card
618,3,2025-06-07,Housing,Monthly rent / maintenance,10359.27,Net Banking
619,3,2025-06-21,Shopping,Personal shopping,493.44,Net Banking
620,3,2025-06-01,Travel,Trip / hotel / tickets,4523.85,UPI
621,3,2025-06-01,Shopping,Personal shopping,1616.28,Net Banking
622,3,2025-07-01,Food,Food & groceries,1763.52,Net Banking
623,3,2025-07-26,Education,Course / books,3196.13,Debit Card
624,3,2025-07-05,Food,Food & groceries,336.03,Debit Card
625,3,2025-07-27,Food,Food & groceries,1032.86,Credit Card
626,3,2025-07-12,Food,Food & groceries,822.97,Cash
627,3,2025-07-23,Shopping,Personal shopping,1078.27,Debit Card
628,3,2025-07-03,Transport,Fuel / cab / metro,1007.43,UPI
629,3,2025-07-18,Food,Food & groceries,794.41,Cash
630,3,2025-07-06,Housing,Monthly rent / maintenance,9085.05,UPI
631,3,2025-07-26,Shopping,Personal shopping,1688.51,Credit Card
632,3,2025-07-04,Entertainment,Movie / subscription,1565.63,Net Banking
633,3,2025-07-29,Travel,Trip / hotel / tickets,2032.65,Net Banking
634,3,2025-08-22,Food,Food & groceries,1677.14,Credit Card
635,3,2025-08-02,Travel,Trip / hotel / tickets,3968.36,Debit Card
636,3,2025-08-31,Other,Miscellaneous expense,540.28,Debit Card
637,3,2025-08-23,Entertainment,Movie / subscription,1391.22,Cash
638,3,2025-08-19,Other,Miscellaneous expense,518.99,Debit Card
639,3,2025-08-22,Entertainment,Movie / subscription,1551.58,Net Banking
640,3,2025-08-05,Transport,Fuel / cab / metro,926.28,UPI
641,3,2025-08-02,Shopping,Personal shopping,3417.83,UPI
642,3,2025-08-11,Transport,Fuel / cab / metro,1019.32,Net Banking
643,3,2025-08-13,Healthcare,Medicine / consultation,2875.86,Credit Card
644,3,2025-09-15,Entertainment,Movie / subscription,1442.85,Cash
645,3,2025-09-13,Food,Food & groceries,1075.92,Cash
646,3,2025-09-13,Food,Food & groceries,1129.12,UPI
647,3,2025-09-08,Healthcare,Medicine / consultation,1062.29,UPI
648,3,2025-09-23,Food,Food & groceries,429.84,Debit Card
649,3,2025-09-04,Utilities,Electricity / mobile / internet,970.02,UPI
650,3,2025-09-12,Housing,Monthly rent / maintenance,11774.41,Credit Card
651,3,2025-10-15,Food,Food & groceries,483.57,Net Banking
652,3,2025-10-01,Shopping,Personal shopping,1605.74,UPI
653,3,2025-10-20,Transport,Fuel / cab / metro,184.23,Credit Card
654,3,2025-10-14,Travel,Trip / hotel / tickets,771.58,Cash
655,3,2025-10-18,Healthcare,Medicine / consultation,2243.32,Debit Card
656,3,2025-10-13,Entertainment,Movie / subscription,429.81,Debit Card
657,3,2025-10-16,Food,Food & groceries,667.83,Debit Card
658,3,2025-11-10,Food,Food & groceries,627.06,Cash
659,3,2025-11-08,Healthcare,Medicine / consultation,1243.09,Cash
660,3,2025-11-04,Entertainment,Movie / subscription,472.65,Debit Card
661,3,2025-11-11,Transport,Fuel / cab / metro,1142.68,Net Banking
662,3,2025-11-15,Transport,Fuel / cab / metro,1045.66,Credit Card
663,3,2025-11-21,Transport,Fuel / cab / metro,1002.36,Net Banking
664,3,2025-11-23,Food,Food & groceries,699.48,Debit Card
665,3,2025-12-31,Transport,Fuel / cab / metro,1160.32,Credit Card
666,3,2025-12-16,Transport,Fuel / cab / metro,858.35,Net Banking
667,3,2025-12-09,Healthcare,Medicine / consultation,1146.19,Cash
668,3,2025-12-07,Transport,Fuel / cab / metro,1123.92,Net Banking
669,3,2025-12-25,Other,Miscellaneous expense,351.9,Net Banking
670,3,2025-12-31,Housing,Monthly rent / maintenance,15544.92,Debit Card
671,3,2025-12-23,Transport,Fuel / cab / metro,406.29,UPI
672,3,2025-12-14,Education,Course / books,3682.63,Cash
673,3,2025-12-09,Food,Food & groceries,670.59,Debit Card
674,3,2025-12-03,Utilities,Electricity / mobile / internet,1820.34,Cash
675,4,2024-01-17,Shopping,Personal shopping,1582.58,Cash
676,4,2024-01-12,Shopping,Personal shopping,2830.31,Net Banking
677,4,2024-01-04,Entertainment,Movie / subscription,1658.76,Debit Card
678,4,2024-01-21,Utilities,Electricity / mobile / internet,1039.02,Net Banking
679,4,2024-01-22,Housing,Monthly rent / maintenance,17852.47,Cash
680,4,2024-01-26,Other,Miscellaneous expense,564.24,Cash
681,4,2024-01-08,Food,Food & groceries,339.74,Net Banking
682,4,2024-01-23,Healthcare,Medicine / consultation,1784.48,Net Banking
683,4,2024-01-15,Food,Food & groceries,786.07,Net Banking
684,4,2024-01-01,Utilities,Electricity / mobile / internet,671.34,Cash
685,4,2024-01-31,Food,Food & groceries,853.88,UPI
686,4,2024-02-12,Education,Course / books,3420.6,Credit Card
687,4,2024-02-17,Transport,Fuel / cab / metro,958.38,Cash
688,4,2024-02-24,Transport,Fuel / cab / metro,189.34,Cash
689,4,2024-02-26,Transport,Fuel / cab / metro,416.3,UPI
690,4,2024-02-04,Housing,Monthly rent / maintenance,12087.7,Debit Card
691,4,2024-02-17,Other,Miscellaneous expense,1136.69,Debit Card
692,4,2024-02-14,Shopping,Personal shopping,1359.17,Cash
693,4,2024-03-06,Healthcare,Medicine / consultation,1981.84,Cash
694,4,2024-03-29,Transport,Fuel / cab / metro,905.87,Debit Card
695,4,2024-03-01,Shopping,Personal shopping,1674.57,Debit Card
696,4,2024-03-26,Food,Food & groceries,1398.77,UPI
697,4,2024-03-18,Entertainment,Movie / subscription,1469.18,Debit Card
698,4,2024-03-04,Transport,Fuel / cab / metro,300.72,Credit Card
699,4,2024-03-31,Utilities,Electricity / mobile / internet,1281.07,Credit Card
700,4,2024-03-19,Entertainment,Movie / subscription,1158.66,UPI
701,4,2024-04-06,Transport,Fuel / cab / metro,592.8,Credit Card
702,4,2024-04-22,Travel,Trip / hotel / tickets,4122.98,Debit Card
703,4,2024-04-04,Transport,Fuel / cab / metro,347.2,Debit Card
704,4,2024-04-13,Transport,Fuel / cab / metro,238.32,Cash
705,4,2024-04-14,Entertainment,Movie / subscription,1098.43,Debit Card
706,4,2024-04-30,Shopping,Personal shopping,2019.61,Debit Card
707,4,2024-04-05,Shopping,Personal shopping,1866.85,Debit Card
708,4,2024-04-02,Transport,Fuel / cab / metro,585.12,Credit Card
709,4,2024-04-07,Other,Miscellaneous expense,778.45,Cash
710,4,2024-05-22,Shopping,Personal shopping,1883.9,Cash
711,4,2024-05-16,Transport,Fuel / cab / metro,1020.68,Debit Card
712,4,2024-05-25,Food,Food & groceries,229.99,Debit Card
713,4,2024-05-18,Transport,Fuel / cab / metro,387.84,Credit Card
714,4,2024-05-24,Food,Food & groceries,920.86,Cash
715,4,2024-05-04,Shopping,Personal shopping,662.28,Credit Card
716,4,2024-05-12,Healthcare,Medicine / consultation,2514.03,Net Banking
717,4,2024-05-24,Education,Course / books,666.44,Cash
718,4,2024-05-04,Shopping,Personal shopping,3467.28,Debit Card
719,4,2024-05-15,Transport,Fuel / cab / metro,1199.23,Credit Card
720,4,2024-05-15,Transport,Fuel / cab / metro,994.74,UPI
721,4,2024-06-23,Food,Food & groceries,1374.93,Credit Card
722,4,2024-06-14,Travel,Trip / hotel / tickets,4239.52,Debit Card
723,4,2024-06-27,Entertainment,Movie / subscription,1445.0,Debit Card
724,4,2024-06-18,Education,Course / books,2780.3,Credit Card
725,4,2024-06-23,Entertainment,Movie / subscription,427.82,Credit Card
726,4,2024-06-28,Food,Food & groceries,613.1,Net Banking
727,4,2024-06-04,Other,Miscellaneous expense,1051.02,Debit Card
728,4,2024-06-30,Other,Miscellaneous expense,1199.97,UPI
729,4,2024-07-28,Travel,Trip / hotel / tickets,1435.95,Debit Card
730,4,2024-07-27,Food,Food & groceries,1332.46,Debit Card
731,4,2024-07-16,Healthcare,Medicine / consultation,2109.65,Debit Card
732,4,2024-07-14,Entertainment,Movie / subscription,593.38,Cash
733,4,2024-07-29,Shopping,Personal shopping,2327.61,UPI
734,4,2024-07-23,Transport,Fuel / cab / metro,919.78,Credit Card
735,4,2024-07-19,Shopping,Personal shopping,1861.74,UPI
736,4,2024-07-03,Travel,Trip / hotel / tickets,5613.57,Cash
737,4,2024-07-28,Entertainment,Movie / subscription,1300.53,UPI
738,4,2024-08-27,Transport,Fuel / cab / metro,1164.3,Debit Card
739,4,2024-08-10,Shopping,Personal shopping,1333.17,Credit Card
740,4,2024-08-28,Shopping,Personal shopping,717.9,Cash
741,4,2024-08-25,Healthcare,Medicine / consultation,2708.93,UPI
742,4,2024-08-27,Housing,Monthly rent / maintenance,14635.62,Cash
743,4,2024-08-06,Housing,Monthly rent / maintenance,17364.9,Cash
744,4,2024-08-14,Shopping,Personal shopping,3473.88,Debit Card
745,4,2024-08-29,Other,Miscellaneous expense,1373.17,Credit Card
746,4,2024-08-09,Food,Food & groceries,1691.02,UPI
747,4,2024-08-12,Utilities,Electricity / mobile / internet,850.7,Debit Card
748,4,2024-08-24,Housing,Monthly rent / maintenance,14630.44,Debit Card
749,4,2024-09-01,Utilities,Electricity / mobile / internet,1666.66,Debit Card
750,4,2024-09-08,Shopping,Personal shopping,724.64,Net Banking
751,4,2024-09-23,Utilities,Electricity / mobile / internet,416.72,Credit Card
752,4,2024-09-14,Education,Course / books,4452.62,Debit Card
753,4,2024-09-03,Shopping,Personal shopping,1032.63,UPI
754,4,2024-09-10,Food,Food & groceries,775.45,Debit Card
755,4,2024-09-28,Transport,Fuel / cab / metro,990.97,Debit Card
756,4,2024-09-03,Utilities,Electricity / mobile / internet,1618.85,Net Banking
757,4,2024-09-06,Entertainment,Movie / subscription,1157.03,Cash
758,4,2024-09-24,Transport,Fuel / cab / metro,318.62,Debit Card
759,4,2024-10-07,Entertainment,Movie / subscription,879.93,UPI
760,4,2024-10-04,Travel,Trip / hotel / tickets,1512.08,Net Banking
761,4,2024-10-14,Utilities,Electricity / mobile / internet,1032.76,Credit Card
762,4,2024-10-21,Healthcare,Medicine / consultation,931.41,UPI
763,4,2024-10-24,Food,Food & groceries,1153.62,Net Banking
764,4,2024-10-01,Food,Food & groceries,1704.87,Credit Card
765,4,2024-10-07,Food,Food & groceries,1163.22,Cash
766,4,2024-10-29,Transport,Fuel / cab / metro,141.12,Debit Card
767,4,2024-10-16,Shopping,Personal shopping,660.78,Net Banking
768,4,2024-10-01,Food,Food & groceries,1619.73,Credit Card
769,4,2024-11-19,Food,Food & groceries,1574.52,Cash
770,4,2024-11-25,Transport,Fuel / cab / metro,844.9,Cash
771,4,2024-11-01,Other,Miscellaneous expense,1178.51,Net Banking
772,4,2024-11-02,Housing,Monthly rent / maintenance,11359.67,UPI
773,4,2024-11-10,Other,Miscellaneous expense,657.17,Net Banking
774,4,2024-11-13,Healthcare,Medicine / consultation,1414.83,UPI
775,4,2024-11-05,Utilities,Electricity / mobile / internet,1367.78,Credit Card
776,4,2024-11-30,Food,Food & groceries,308.01,Debit Card
777,4,2024-11-11,Other,Miscellaneous expense,317.53,Cash
778,4,2024-12-22,Entertainment,Movie / subscription,1526.97,UPI
779,4,2024-12-31,Transport,Fuel / cab / metro,569.98,Debit Card
780,4,2024-12-14,Housing,Monthly rent / maintenance,9775.92,UPI
781,4,2024-12-10,Shopping,Personal shopping,2248.26,Debit Card
782,4,2024-12-23,Food,Food & groceries,1326.8,UPI
783,4,2024-12-17,Food,Food & groceries,1723.89,Net Banking
784,4,2024-12-06,Healthcare,Medicine / consultation,2232.11,Credit Card
785,4,2024-12-09,Food,Food & groceries,1445.42,UPI
786,4,2024-12-26,Healthcare,Medicine / consultation,330.73,Cash
787,4,2024-12-23,Food,Food & groceries,283.47,Net Banking
788,4,2024-12-17,Entertainment,Movie / subscription,968.64,Credit Card
789,4,2025-01-12,Shopping,Personal shopping,2114.04,Debit Card
790,4,2025-01-19,Food,Food & groceries,346.71,UPI
791,4,2025-01-02,Food,Food & groceries,1004.3,UPI
792,4,2025-01-13,Food,Food & groceries,944.26,Debit Card
793,4,2025-01-02,Food,Food & groceries,1735.75,Net Banking
794,4,2025-01-21,Education,Course / books,3356.08,Cash
795,4,2025-01-30,Food,Food & groceries,582.19,Credit Card
796,4,2025-02-04,Education,Course / books,2786.14,Net Banking
797,4,2025-02-08,Utilities,Electricity / mobile / internet,494.81,Net Banking
798,4,2025-02-03,Other,Miscellaneous expense,1435.71,Cash
799,4,2025-02-10,Travel,Trip / hotel / tickets,5186.46,Credit Card
800,4,2025-02-12,Food,Food & groceries,919.93,Debit Card
801,4,2025-02-24,Transport,Fuel / cab / metro,958.65,Net Banking
802,4,2025-02-16,Food,Food & groceries,776.6,Debit Card
803,4,2025-02-26,Utilities,Electricity / mobile / internet,1383.81,Debit Card
804,4,2025-02-01,Food,Food & groceries,1690.48,Debit Card
805,4,2025-03-29,Transport,Fuel / cab / metro,1020.32,UPI
806,4,2025-03-22,Other,Miscellaneous expense,102.05,Cash
807,4,2025-03-04,Education,Course / books,3408.86,Debit Card
808,4,2025-03-16,Shopping,Personal shopping,1062.14,UPI
809,4,2025-03-09,Other,Miscellaneous expense,299.32,UPI
810,4,2025-03-28,Housing,Monthly rent / maintenance,11083.25,Net Banking
811,4,2025-03-15,Transport,Fuel / cab / metro,1083.05,UPI
812,4,2025-03-21,Entertainment,Movie / subscription,983.96,Cash
813,4,2025-03-14,Food,Food & groceries,1099.87,Debit Card
814,4,2025-03-11,Food,Food & groceries,602.81,Cash
815,4,2025-03-11,Utilities,Electricity / mobile / internet,1723.64,Cash
816,4,2025-04-05,Food,Food & groceries,1708.56,Net Banking
817,4,2025-04-15,Food,Food & groceries,351.17,Cash
818,4,2025-04-12,Transport,Fuel / cab / metro,215.23,Debit Card
819,4,2025-04-28,Shopping,Personal shopping,1782.71,UPI
820,4,2025-04-10,Food,Food & groceries,1488.31,Net Banking
